 copper                                                 Feff 6L.02  potph 4.12
 Abs   Z=26 Rmt= 1.310 Rnm= 1.468 K shell
 Pot 1 Z=29 Rmt= 1.272 Rnm= 1.392
  8.000  3.9839E-01  2.3572E-01 -2.1206E+01  0.9715E+00  1.2924E+01  8.0974E+00
  8.500  2.0742E-01  1.9126E-01 -2.1476E+01  0.9596E+00  1.4048E+01  8.5881E+00
  9.000  1.6136E-02  1.4960E-01 -2.1762E+01  0.9480E+00  1.5215E+01  9.0803E+00
  9.500 -1.7205E-01  1.1382E-01 -2.2064E+01  0.9387E+00  1.6425E+01  9.5736E+00
 10.000 -3.5118E-01  8.5529E-02 -2.2377E+01  0.9312E+00  1.7674E+01  1.0068E+01
 11.000 -6.8235E-01  4.8450E-02 -2.2998E+01  0.9212E+00  2.0289E+01  1.1058E+01
 12.000 -9.8513E-01  2.7239E-02 -2.3641E+01  0.9169E+00  2.3050E+01  1.2051E+01
 13.000 -1.2665E+00  1.5683E-02 -2.4289E+01  0.9151E+00  2.5950E+01  1.3045E+01
 14.000 -1.5204E+00  9.2692E-03 -2.4903E+01  0.9146E+00  2.8982E+01  1.4041E+01
 15.000 -1.7570E+00  5.5947E-03 -2.5543E+01  0.9158E+00  3.2141E+01  1.5037E+01
 16.000 -1.9763E+00  3.4812E-03 -2.6117E+01  0.9169E+00  3.5421E+01  1.6033E+01
 17.000 -2.1765E+00  2.2192E-03 -2.6720E+01  0.9186E+00  3.8818E+01  1.7031E+01
 18.000 -2.3657E+00  1.4455E-03 -2.7296E+01  0.9206E+00  4.2328E+01  1.8028E+01
 19.000 -2.5384E+00  9.1961E-04 -2.7868E+01  0.9219E+00  4.5947E+01  1.9026E+01
 20.000 -2.6981E+00  4.1710E-04 -2.9385E+01  0.9233E+00  4.9672E+01  2.0024E+01
